Funding Org:Name,Grant Programme:Code,Grant Programme:Title,Aims and objectives,Value per year,Start Date,End Date,Duration Numeric,Allocation Method,Recipient Sector,COFOG L0 Long Name
Department for International Development,SCH-000002541,Rwanda East Africa Tertiary Scholarships,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"740,686",06/04/11,05/04/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002542,Rwanda Investment Climate Reform Programme Phase III (RICRP3),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,578,333",24/07/14,23/07/17,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002543,Rwanda Land Tenure Regularisation Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"692,857",05/08/09,04/08/16,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002544,Rwanda Learning for All Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,625,000",12/08/14,11/08/18,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002545,Safe and Inclusive Cities,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"213,113",09/02/12,08/02/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002546,Saferworld Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,000,034",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002547,Safety and Justice,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,135,182",01/01/08,31/12/16,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002548,Sanitation and Hygiene Programme in Zambia,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,808,312",01/04/11,31/03/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002549,Save the Children Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"10,819,961",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002550,Saving Lives at Birth,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"942,857",01/08/12,31/07/19,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002551,Scaling up of the Energy and Environment Partnership with Southern and East Africa,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,337,667",01/12/11,30/11/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002537,Royal Society-DFID Africa Initiative,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"698,238",01/11/12,31/10/19,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002557,Security and Justice Innovation Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"841,221",01/01/13,31/12/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002558,Security and risk management in hostile environments,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"454,905",01/05/13,30/04/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002559,Sexual and Reproductive Health and HIV Prevention in Zimbabwe,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"16,174,348",01/01/12,31/12/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002560,Sharing and Learning on Community Based Disaster Management in Asia,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"344,956",05/10/11,04/10/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002561,SHARP-Sudan Humanitarian Assistance and Resilience Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"21,287,500",01/01/13,31/12/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002562,SHEAR - Science for Humanitarian Emergencies and Resilience,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,154,781",01/09/10,31/08/19,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002563,SIEF Strategic Impact Evaluation Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,088,889",01/04/12,31/03/21,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002564,Sierra Leone Support to the Presidential Delivery Unit Phase II,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,285,000",30/11/15,29/11/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002565,Sightsavers Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"4,299,480",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002566,SIMBA (Skills & Innovation for Micro Banking in Africa),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,000,393",07/12/09,06/12/18,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002567,Skills Development Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,239,083",01/02/14,31/01/21,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002568,Skills for Employment Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,375,000",01/08/15,31/07/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002569,"Small Medium Enterprise (SME) Initiative: Support through the International Finance Corporation scaling up of commercial banks' lending to Small and Medium Enterprises in DFID targeted developing countries in Africa and Asia, with a focus on FCAS.",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,500,000",01/01/11,31/12/20,10,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002571,Social Enterprises For Economic Development.,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,750,000",30/07/14,29/07/20,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002572,Social Fund for Development Phase 4,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"16,656,500",10/05/10,09/05/16,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002535,Roads in the East in the Democratic Republic of Congo Phase II,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,029,591",27/01/12,26/01/22,10,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002573,Social Protection Programme Phase II,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"12,313,587",10/07/13,09/07/16,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002574,Social Protection Support,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,341,452",01/07/08,30/06/16,8,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002575,Social Protection Support to the Poorest in Rwanda,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"18,853,333",01/06/13,31/05/16,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002577,Somalia Stability Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,359,922",10/09/12,09/09/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002578,Somaliland Development Fund aligned to the priorities of National Development Plan,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,645,104",12/08/13,11/08/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002579,South Asia Country Research Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"15,232",12/06/15,11/06/20,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002580,South Asia Regional Food & Nutrition Security MDTF,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,577,222",07/09/09,06/09/18,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002581,SOUTH ASIA REGIONAL TRADE AND INTEGRATION PROGRAMME,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,915,039",01/12/11,30/11/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002582,South Asia Water Governance Programme (SAWGP),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,217,500",01/07/11,30/06/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002583,South Sudan Humanitarian Programme (HARISS) 2014 - 2020,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"55,323,413",01/01/14,31/12/19,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002584,Southern Agriculture Growth Corridor Programme in Tanzania,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,889,121",01/10/11,30/09/18,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002588,Stability and Growth Programme (IMF),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"82,500,000",04/06/13,03/06/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002589,"Start Fund: providing direct, lifesaving assistance to up to 15 million disaster affected people through NGOs",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"10,822,237",01/09/13,31/08/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002590,Stimulating global markets for Ready-to-Use Therapeutic Foods (Amul - Valid Nutrition),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"750,000",01/07/14,30/06/16,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002591,Strategic Climate Institutions Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,300,580",01/09/10,31/08/16,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002592,Strategic Health and Nutrition Partnership,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,635,907",01/03/12,28/02/18,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002594,Strategic Partnership for Productive Jobs,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,066,667",22/08/13,21/08/19,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002595,Strategic Partnership on Agriculture and Food Systems for Nutrition,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,275,000",01/07/14,30/06/18,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002596,Strengthening Access to Justice for Women Victims of Violence,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,020,000",05/01/14,04/01/17,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002597,Strengthening Adaptation and Resilience to Climate Change in Kenya Plus (StARCK+),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,752,437",01/08/12,31/07/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002598,Strengthening Anti-Money Laundering Systems in Developing Countries,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"805,000",01/11/12,31/10/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002599,Strengthening Civil Society in Afghanistan (Tawanmandi),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"11,667",01/08/11,31/07/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002600,Strengthening Data for Nutrition programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,440,000",01/04/15,31/03/20,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002601,Strengthening Economic Governance (SEG) in South Sudan,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,500,000",01/08/12,31/07/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002602,Strengthening Economic Systems in Bangladesh,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"196,581",06/02/14,05/02/18,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002603,Strengthening Emergency Preparedness and Response in Kenya (2014-2018),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"471,667",01/12/14,30/11/17,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002604,Strengthening Evaluation in Governance and Politics,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,232,559",01/10/15,30/09/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002606,Strengthening Health Facilities in the Caribbean,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"9,566,253",01/04/15,31/03/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002607,Strengthening of food security analysis & decision making through support to the Integrated Phase Food Security Classification,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,091,463",26/01/12,25/01/18,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002608,Strengthening Political Participation in Bangladesh,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,698,333",01/01/10,31/12/16,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002609,Strengthening Prevention of Gender Based Violence in Rwanda,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,105,500",12/08/13,11/08/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002610,Strengthening Public Audit in Rwanda (SPAR) Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"547,678",19/10/10,18/10/18,8,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002611,Strengthening Research and Knowledge Systems (SRKS) INASP,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,887,500",01/04/13,31/03/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002613,Strengthening the budget process in Southern African Development Community (SADC) Parliaments,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"550,000",23/11/15,22/11/17,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002614,Strengthening Transparency Accountability and Responsiveness in Ghana Phase II,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,416,667",01/04/14,31/03/20,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002615,Strengthening Uganda's Anti-Corruption and Accountability Regime (SUGAR),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,200,000",01/09/14,31/08/19,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002758,UK Contribution to International Fund for Agricultural Development 9th Replenishment,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,31,01/04/13,31/03/16,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002368,Integrated Programme for Strengthening Security and Justice,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"7,581,001",09/08/13,08/08/18,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002369,Integrated Resilience Programme in Haiti,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,306,881",01/09/14,31/08/16,2,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002370,International AIDS Vaccine Initiative 2013-18,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,250,000",01/07/13,30/06/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002371,International Alert Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,000,034",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002372,International Budget Partnership Work Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,200,000",01/04/13,31/03/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002373,"International Centre for Diarrhoeal Disease Research Bangladesh (ICDDR,B Grant 2012-17)",To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,684,400",01/04/13,31/03/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002437,Multi-Year Humanitarian Support to Afghanistan,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"13,275,000",20/02/13,19/02/19,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002406,Livelihood Empowerment Against Poverty,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"10,969,997",01/06/10,31/05/16,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002407,Livelihood Enhancement Through Agricultural Development (LEAD) Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,833,333",01/04/13,31/03/16,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002408,Livelihoods and Food Security Trust Fund for Burma (NUTSEM),To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"16,888,889",31/12/09,30/12/18,9,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002409,Local Partnership and Dialogue Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"1,753,974",24/07/13,23/07/18,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002410,M4D - Mobile for Development Utilities,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,799,619",04/01/13,03/01/20,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002411,Macroeconomic Support Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"9,033",01/07/14,30/06/17,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002412,Malaria Consortium Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,070,809",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002440,NEADM - Creating New Energy Applications and Delivery Models for Developing Markets,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"447,677",26/01/12,25/01/19,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002441,Nepal Climate Change Support Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,739,720",10/09/09,09/09/16,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002442,Nepal Earthquake Response 2015,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"40,000,000",27/04/15,26/04/16,1,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002443,Nepal Local Governance Support Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"11,630,964",23/11/12,22/11/16,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002444,Nepal Market Development Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"108,333",28/11/12,27/11/18,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002445,Nepal Peace Support,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,816,818",01/03/07,28/02/18,11,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002341,Improved Rural Roads and Transport Services for Communities in Low Income Countries,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"62,500",01/08/13,31/07/23,10,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002342,Improving Access and Equity to the Basic Package of Essential Health Services in Sierra Leone,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"4,134,400",01/01/13,31/12/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002343,Improving Community Security Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,739,400",12/07/12,11/07/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002344,Improving countries? health financing systems to accelerate progress towards universal health coverage,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"3,291,995",30/09/11,29/09/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002413,Malawi Humanitarian Preparedness and Response Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,500,000",31/08/15,30/08/19,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002415,MapAction Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"173,832",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002416,Marie Stopes International Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,006,010",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002446,New Alliance (ICT) Agriculture Extension Challenge Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"933,333",01/04/14,31/03/17,3,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002447,New Vaccines For Tuberculosis ? Aeras 2013-18,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"400,000",01/07/13,30/06/17,4,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002448,Nigeria Stability and Reconciliation Programme,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"433,377",25/02/10,24/02/17,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002449,Nigeria: Tackling Neglected Tropical Diseases through an Integrated Approach,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"4,000,000",13/01/12,12/01/17,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002450,Norwegian Refugee Council Programme Partnership Arrangement,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"2,924,617",01/04/11,31/03/16,5,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002451,Nutrition Embedding Evaluation Project,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"291,667",01/07/11,30/06/17,6,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002452,ODI Fellowships Scheme Accountable Grant 2012-2015,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"5,916,150",01/04/12,31/03/19,7,General Grants - Un-competed,International,1. General public services
Department for International Development,SCH-000002305,Green Climate Fund,To reduce global poverty in support of the UK_s national interest. Further details on all UK overseas development assistance is available on Development Tracker at https://devtracker.dfid.gov.uk/,"43,909,091",01/07/11,30/06/22,11,General Grants - Un-competed,International,1. General public services
